transaction_id,amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud,fraud_status,transaction_time_period,amount_category,age_group,device_risk_category,velocity_category,transaction_location,location_status
199,392.6,8,Food,0,0,52,1,33,0,Legitimate,Morning,High,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
200,272.44,6,Electronics,0,0,68,0,37,0,Legitimate,Morning,High,36-45,"Medium Risk","Low Velocity",Domestic,"Location Matched"
201,184.92,17,Food,0,0,38,2,65,0,Legitimate,Afternoon,Medium,56+,"High Risk","Low Velocity",Domestic,"Location Matched"
202,15.82,23,Travel,0,0,43,2,39,0,Legitimate,Evening,Low,36-45,"Medium Risk","Low Velocity",Domestic,"Location Matched"
203,31.73,8,Grocery,0,0,84,1,57,0,Legitimate,Morning,Low,56+,"Low Risk","Low Velocity",Domestic,"Location Matched"
204,411.88,22,Food,0,0,26,3,34,0,Legitimate,Evening,High,26-35,"High Risk","Low Velocity",Domestic,"Location Matched"
205,167.85,3,Grocery,1,0,75,1,67,0,Legitimate,Night,Medium,56+,"Low Risk","Low Velocity",Foreign,"Location Matched"
206,1.66,8,Grocery,0,0,58,2,67,0,Legitimate,Morning,Low,56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
207,19.26,3,Electronics,0,0,75,2,26,0,Legitimate,Night,Low,26-35,"Low Risk","Low Velocity",Domestic,"Location Matched"
208,196.05,11,Clothing,0,0,43,0,55,0,Legitimate,Morning,Medium,46-55,"Medium Risk","Low Velocity",Domestic,"Location Matched"
209,0.91,3,Food,0,0,60,2,59,0,Legitimate,Night,Low,56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
210,31.56,23,Electronics,0,0,50,2,26,0,Legitimate,Evening,Low,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
211,143.23,19,Electronics,0,0,59,4,32,0,Legitimate,Evening,Medium,26-35,"Medium Risk","Medium Velocity",Domestic,"Location Matched"
212,211.92,13,Grocery,0,0,87,1,69,0,Legitimate,Afternoon,High,56+,"Low Risk","Low Velocity",Domestic,"Location Matched"
213,189.98,23,Food,0,0,28,2,63,0,Legitimate,Evening,Medium,56+,"High Risk","Low Velocity",Domestic,"Location Matched"
214,45.71,23,Electronics,0,0,27,1,31,0,Legitimate,Evening,Low,26-35,"High Risk","Low Velocity",Domestic,"Location Matched"
215,224.18,6,Travel,0,0,29,0,26,0,Legitimate,Morning,High,26-35,"High Risk","Low Velocity",Domestic,"Location Matched"
216,48.75,12,Electronics,0,0,53,1,26,0,Legitimate,Afternoon,Low,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
217,70.85,21,Travel,0,0,43,2,50,0,Legitimate,Evening,Medium,46-55,"Medium Risk","Low Velocity",Domestic,"Location Matched"
218,247.02,7,Clothing,0,0,41,0,48,0,Legitimate,Morning,High,46-55,"Medium Risk","Low Velocity",Domestic,"Location Matched"
219,188.78,22,Travel,0,0,58,2,27,0,Legitimate,Evening,Medium,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
220,340.55,4,Travel,0,0,44,0,27,0,Legitimate,Night,High,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
221,192.93,11,Grocery,0,0,52,3,56,0,Legitimate,Morning,Medium,56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
222,151.21,12,Electronics,0,0,97,2,22,0,Legitimate,Afternoon,Medium,18-25,"Low Risk","Low Velocity",Domestic,"Location Matched"
223,17.7,19,Clothing,0,0,91,3,35,0,Legitimate,Evening,Low,26-35,"Low Risk","Low Velocity",Domestic,"Location Matched"
224,82.51,13,Electronics,0,0,34,3,50,0,Legitimate,Afternoon,Medium,46-55,"High Risk","Low Velocity",Domestic,"Location Matched"
225,55.47,17,Travel,0,0,45,1,66,0,Legitimate,Afternoon,Medium,56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
226,50.35,23,Travel,0,0,28,3,35,0,Legitimate,Evening,Medium,26-35,"High Risk","Low Velocity",Domestic,"Location Matched"
227,650.22,19,Electronics,0,1,46,1,69,0,Legitimate,Evening,"Very High",56+,"Medium Risk","Low Velocity",Domestic,"Location Mismatch"
228,89.89,3,Clothing,0,0,95,2,29,0,Legitimate,Night,Medium,26-35,"Low Risk","Low Velocity",Domestic,"Location Matched"
229,400.69,20,Clothing,0,0,86,0,42,0,Legitimate,Evening,High,36-45,"Low Risk","Low Velocity",Domestic,"Location Matched"
230,179.52,17,Grocery,0,0,36,4,44,0,Legitimate,Afternoon,Medium,36-45,"High Risk","Medium Velocity",Domestic,"Location Matched"
231,285.09,6,Travel,0,0,35,3,58,0,Legitimate,Morning,High,56+,"High Risk","Low Velocity",Domestic,"Location Matched"
232,125.72,14,Travel,0,0,46,4,26,0,Legitimate,Afternoon,Medium,26-35,"Medium Risk","Medium Velocity",Domestic,"Location Matched"
233,154.83,20,Grocery,0,0,53,2,66,0,Legitimate,Evening,Medium,56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
234,122.09,5,Electronics,0,0,85,0,30,0,Legitimate,Night,Medium,26-35,"Low Risk","Low Velocity",Domestic,"Location Matched"
235,39.1,15,Travel,1,0,85,5,66,0,Legitimate,Afternoon,Low,56+,"Low Risk","Medium Velocity",Foreign,"Location Matched"
236,230.72,19,Electronics,0,1,51,1,39,0,Legitimate,Evening,High,36-45,"Medium Risk","Low Velocity",Domestic,"Location Mismatch"
237,59.32,23,Clothing,0,0,71,3,19,0,Legitimate,Evening,Medium,18-25,"Low Risk","Low Velocity",Domestic,"Location Matched"
238,4.43,7,Food,0,0,38,1,56,0,Legitimate,Morning,Low,56+,"High Risk","Low Velocity",Domestic,"Location Matched"
239,186.65,20,Grocery,0,0,31,2,65,0,Legitimate,Evening,Medium,56+,"High Risk","Low Velocity",Domestic,"Location Matched"
240,35.09,15,Travel,0,0,39,2,32,0,Legitimate,Afternoon,Low,26-35,"High Risk","Low Velocity",Domestic,"Location Matched"
241,507.79,21,Grocery,0,0,70,4,40,0,Legitimate,Evening,"Very High",36-45,"Low Risk","Medium Velocity",Domestic,"Location Matched"
242,553.96,15,Clothing,0,0,52,2,30,0,Legitimate,Afternoon,"Very High",26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
243,443.43,2,Clothing,0,0,67,3,62,0,Legitimate,Night,High,56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
244,83.21,16,Clothing,0,0,34,1,64,0,Legitimate,Afternoon,Medium,56+,"High Risk","Low Velocity",Domestic,"Location Matched"
245,2.8,8,Clothing,0,0,75,1,37,0,Legitimate,Morning,Low,36-45,"Low Risk","Low Velocity",Domestic,"Location Matched"
246,474.39,2,Food,0,0,27,3,30,0,Legitimate,Night,High,26-35,"High Risk","Low Velocity",Domestic,"Location Matched"
247,100.61,19,Electronics,0,0,68,3,44,0,Legitimate,Evening,Medium,36-45,"Medium Risk","Low Velocity",Domestic,"Location Matched"
248,612.15,6,Electronics,0,0,78,3,59,0,Legitimate,Morning,"Very High",56+,"Low Risk","Low Velocity",Domestic,"Location Matched"
249,596.47,17,Food,0,0,58,3,34,0,Legitimate,Afternoon,"Very High",26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
250,345.13,11,Electronics,0,0,89,3,48,0,Legitimate,Morning,High,46-55,"Low Risk","Low Velocity",Domestic,"Location Matched"
251,62.78,18,Clothing,0,0,49,0,43,0,Legitimate,Evening,Medium,36-45,"Medium Risk","Low Velocity",Domestic,"Location Matched"
252,87.53,15,Electronics,0,0,87,0,39,0,Legitimate,Afternoon,Medium,36-45,"Low Risk","Low Velocity",Domestic,"Location Matched"
253,342.85,21,Grocery,0,0,94,1,58,0,Legitimate,Evening,High,56+,"Low Risk","Low Velocity",Domestic,"Location Matched"
254,68.61,23,Electronics,0,0,69,1,49,0,Legitimate,Evening,Medium,46-55,"Medium Risk","Low Velocity",Domestic,"Location Matched"
255,33.43,16,Grocery,0,0,92,0,39,0,Legitimate,Afternoon,Low,36-45,"Low Risk","Low Velocity",Domestic,"Location Matched"
256,146.47,19,Travel,0,0,50,0,45,0,Legitimate,Evening,Medium,36-45,"Medium Risk","Low Velocity",Domestic,"Location Matched"
257,495.23,14,Grocery,0,0,50,0,59,0,Legitimate,Afternoon,High,56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
258,214.35,0,Grocery,0,0,50,1,64,0,Legitimate,Night,High,56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
259,151.94,1,Clothing,0,0,86,2,18,0,Legitimate,Night,Medium,18-25,"Low Risk","Low Velocity",Domestic,"Location Matched"
260,18.4,7,Clothing,0,0,85,0,21,0,Legitimate,Morning,Low,18-25,"Low Risk","Low Velocity",Domestic,"Location Matched"
261,171.82,21,Clothing,0,0,26,1,33,0,Legitimate,Evening,Medium,26-35,"High Risk","Low Velocity",Domestic,"Location Matched"
262,829.9,1,Grocery,1,0,65,2,60,0,Legitimate,Night,"Very High",56+,"Medium Risk","Low Velocity",Foreign,"Location Matched"
263,27.17,18,Food,0,0,69,0,40,0,Legitimate,Evening,Low,36-45,"Medium Risk","Low Velocity",Domestic,"Location Matched"
264,131.49,8,Clothing,0,0,38,4,55,0,Legitimate,Morning,Medium,46-55,"High Risk","Medium Velocity",Domestic,"Location Matched"
265,377.75,8,Clothing,0,0,61,2,58,0,Legitimate,Morning,High,56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
266,243.01,12,Grocery,0,0,26,3,65,0,Legitimate,Afternoon,High,56+,"High Risk","Low Velocity",Domestic,"Location Matched"
267,214.93,5,Travel,0,0,29,0,53,0,Legitimate,Night,High,46-55,"High Risk","Low Velocity",Domestic,"Location Matched"
268,218.21,14,Travel,0,1,26,0,31,0,Legitimate,Afternoon,High,26-35,"High Risk","Low Velocity",Domestic,"Location Mismatch"
269,80.19,18,Electronics,0,0,25,0,60,0,Legitimate,Evening,Medium,56+,"High Risk","Low Velocity",Domestic,"Location Matched"
270,62.56,20,Travel,0,0,72,1,60,0,Legitimate,Evening,Medium,56+,"Low Risk","Low Velocity",Domestic,"Location Matched"
271,298.33,14,Clothing,0,0,46,0,20,0,Legitimate,Afternoon,High,18-25,"Medium Risk","Low Velocity",Domestic,"Location Matched"
272,299.04,17,Food,0,0,65,1,18,0,Legitimate,Afternoon,High,18-25,"Medium Risk","Low Velocity",Domestic,"Location Matched"
273,363.23,6,Electronics,0,0,49,1,61,0,Legitimate,Morning,High,56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
274,440.03,10,Food,0,0,70,2,33,0,Legitimate,Morning,High,26-35,"Low Risk","Low Velocity",Domestic,"Location Matched"
275,128.9,7,Food,0,0,33,5,25,0,Legitimate,Morning,Medium,18-25,"High Risk","Medium Velocity",Domestic,"Location Matched"
276,125.31,5,Clothing,0,0,85,3,18,0,Legitimate,Night,Medium,18-25,"Low Risk","Low Velocity",Domestic,"Location Matched"
277,288.17,7,Grocery,0,0,71,0,38,0,Legitimate,Morning,High,36-45,"Low Risk","Low Velocity",Domestic,"Location Matched"
278,188.95,1,Grocery,0,0,98,3,19,0,Legitimate,Night,Medium,18-25,"Low Risk","Low Velocity",Domestic,"Location Matched"
279,217.9,18,Grocery,0,0,27,1,29,0,Legitimate,Evening,High,26-35,"High Risk","Low Velocity",Domestic,"Location Matched"
280,285.95,15,Travel,0,0,32,0,31,0,Legitimate,Afternoon,High,26-35,"High Risk","Low Velocity",Domestic,"Location Matched"
281,397.32,6,Grocery,0,0,49,2,39,0,Legitimate,Morning,High,36-45,"Medium Risk","Low Velocity",Domestic,"Location Matched"
282,74.25,9,Clothing,0,0,60,0,37,0,Legitimate,Morning,Medium,36-45,"Medium Risk","Low Velocity",Domestic,"Location Matched"
283,84.77,11,Travel,0,0,67,3,34,0,Legitimate,Morning,Medium,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
284,17.77,16,Grocery,0,0,74,1,24,0,Legitimate,Afternoon,Low,18-25,"Low Risk","Low Velocity",Domestic,"Location Matched"
285,155.41,6,Food,0,0,87,3,38,0,Legitimate,Morning,Medium,36-45,"Low Risk","Low Velocity",Domestic,"Location Matched"
286,6.59,21,Clothing,0,0,58,2,51,0,Legitimate,Evening,Low,46-55,"Medium Risk","Low Velocity",Domestic,"Location Matched"
287,112.79,7,Clothing,0,0,97,1,39,0,Legitimate,Morning,Medium,36-45,"Low Risk","Low Velocity",Domestic,"Location Matched"
288,140.81,6,Electronics,0,0,34,2,39,0,Legitimate,Morning,Medium,36-45,"High Risk","Low Velocity",Domestic,"Location Matched"
289,60.77,3,Clothing,1,0,51,5,38,1,Fraud,Night,Medium,36-45,"Medium Risk","Medium Velocity",Foreign,"Location Matched"
290,160.85,2,Food,0,0,37,2,30,0,Legitimate,Night,Medium,26-35,"High Risk","Low Velocity",Domestic,"Location Matched"
291,5.58,18,Clothing,0,0,75,3,62,0,Legitimate,Evening,Low,56+,"Low Risk","Low Velocity",Domestic,"Location Matched"
292,6.85,14,Electronics,0,0,92,0,23,0,Legitimate,Afternoon,Low,18-25,"Low Risk","Low Velocity",Domestic,"Location Matched"
293,311.28,3,Clothing,0,0,40,0,42,0,Legitimate,Night,High,36-45,"Medium Risk","Low Velocity",Domestic,"Location Matched"
294,80.39,8,Clothing,1,0,36,1,61,0,Legitimate,Morning,Medium,56+,"High Risk","Low Velocity",Foreign,"Location Matched"
295,24.46,12,Electronics,0,0,49,1,48,0,Legitimate,Afternoon,Low,46-55,"Medium Risk","Low Velocity",Domestic,"Location Matched"
296,132.96,17,Clothing,0,1,73,4,42,0,Legitimate,Afternoon,Medium,36-45,"Low Risk","Medium Velocity",Domestic,"Location Mismatch"
297,264.54,20,Travel,0,0,40,1,49,0,Legitimate,Evening,High,46-55,"Medium Risk","Low Velocity",Domestic,"Location Matched"
298,43.76,15,Clothing,0,0,26,4,46,0,Legitimate,Afternoon,Low,46-55,"High Risk","Medium Velocity",Domestic,"Location Matched"
299,175.54,0,Grocery,0,0,97,1,65,0,Legitimate,Night,Medium,56+,"Low Risk","Low Velocity",Domestic,"Location Matched"
300,16.06,3,Grocery,0,0,59,2,52,0,Legitimate,Night,Low,46-55,"Medium Risk","Low Velocity",Domestic,"Location Matched"
301,9.55,17,Travel,0,0,46,3,29,0,Legitimate,Afternoon,Low,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
302,136.42,7,Clothing,0,1,72,1,33,0,Legitimate,Morning,Medium,26-35,"Low Risk","Low Velocity",Domestic,"Location Mismatch"
303,140.02,19,Food,0,1,88,4,26,0,Legitimate,Evening,Medium,26-35,"Low Risk","Medium Velocity",Domestic,"Location Mismatch"
304,182.62,15,Clothing,1,0,91,0,30,0,Legitimate,Afternoon,Medium,26-35,"Low Risk","Low Velocity",Foreign,"Location Matched"
305,233.09,20,Grocery,0,0,46,1,29,0,Legitimate,Evening,High,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
306,670.24,10,Electronics,0,1,97,3,43,0,Legitimate,Morning,"Very High",36-45,"Low Risk","Low Velocity",Domestic,"Location Mismatch"
307,130.73,19,Travel,0,0,71,1,32,0,Legitimate,Evening,Medium,26-35,"Low Risk","Low Velocity",Domestic,"Location Matched"
308,70.2,20,Electronics,0,0,64,3,21,0,Legitimate,Evening,Medium,18-25,"Medium Risk","Low Velocity",Domestic,"Location Matched"
309,285.42,20,Food,0,0,77,4,66,0,Legitimate,Evening,High,56+,"Low Risk","Medium Velocity",Domestic,"Location Matched"
310,56.85,20,Clothing,0,0,27,4,27,0,Legitimate,Evening,Medium,26-35,"High Risk","Medium Velocity",Domestic,"Location Matched"
311,104.04,18,Food,0,0,30,3,65,0,Legitimate,Evening,Medium,56+,"High Risk","Low Velocity",Domestic,"Location Matched"
312,14.71,22,Electronics,0,0,38,0,61,0,Legitimate,Evening,Low,56+,"High Risk","Low Velocity",Domestic,"Location Matched"
313,4.62,18,Clothing,0,0,82,4,55,0,Legitimate,Evening,Low,46-55,"Low Risk","Medium Velocity",Domestic,"Location Matched"
314,591.73,17,Food,0,0,31,1,65,0,Legitimate,Afternoon,"Very High",56+,"High Risk","Low Velocity",Domestic,"Location Matched"
315,325.4,18,Grocery,0,0,53,0,29,0,Legitimate,Evening,High,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
316,214.32,10,Grocery,0,0,27,0,39,0,Legitimate,Morning,High,36-45,"High Risk","Low Velocity",Domestic,"Location Matched"
317,94.65,2,Travel,0,0,37,0,55,0,Legitimate,Night,Medium,46-55,"High Risk","Low Velocity",Domestic,"Location Matched"
318,34.26,7,Grocery,0,0,60,3,47,0,Legitimate,Morning,Low,46-55,"Medium Risk","Low Velocity",Domestic,"Location Matched"
319,30.62,19,Grocery,0,0,62,1,32,0,Legitimate,Evening,Low,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
320,51.84,18,Electronics,0,0,99,1,53,0,Legitimate,Evening,Medium,46-55,"Low Risk","Low Velocity",Domestic,"Location Matched"
321,143.42,9,Grocery,0,1,84,1,22,0,Legitimate,Morning,Medium,18-25,"Low Risk","Low Velocity",Domestic,"Location Mismatch"
322,225.69,15,Grocery,0,0,97,2,66,0,Legitimate,Afternoon,High,56+,"Low Risk","Low Velocity",Domestic,"Location Matched"
323,194.29,4,Electronics,0,0,46,1,21,0,Legitimate,Night,Medium,18-25,"Medium Risk","Low Velocity",Domestic,"Location Matched"
324,59.11,19,Grocery,0,0,45,1,43,0,Legitimate,Evening,Medium,36-45,"Medium Risk","Low Velocity",Domestic,"Location Matched"
325,557.66,8,Grocery,0,0,57,0,60,0,Legitimate,Morning,"Very High",56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
326,241.02,7,Travel,0,0,28,2,36,0,Legitimate,Morning,High,36-45,"High Risk","Low Velocity",Domestic,"Location Matched"
327,145.48,10,Grocery,0,0,68,2,31,0,Legitimate,Morning,Medium,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
328,170.29,15,Grocery,0,0,25,1,44,0,Legitimate,Afternoon,Medium,36-45,"High Risk","Low Velocity",Domestic,"Location Matched"
329,97.93,6,Travel,0,0,86,1,55,0,Legitimate,Morning,Medium,46-55,"Low Risk","Low Velocity",Domestic,"Location Matched"
330,51.24,14,Electronics,0,0,46,2,43,0,Legitimate,Afternoon,Medium,36-45,"Medium Risk","Low Velocity",Domestic,"Location Matched"
331,79.2,23,Grocery,0,0,83,2,59,0,Legitimate,Evening,Medium,56+,"Low Risk","Low Velocity",Domestic,"Location Matched"
332,255.27,20,Food,0,0,61,3,40,0,Legitimate,Evening,High,36-45,"Medium Risk","Low Velocity",Domestic,"Location Matched"
333,2.61,19,Electronics,1,0,47,5,59,0,Legitimate,Evening,Low,56+,"Medium Risk","Medium Velocity",Foreign,"Location Matched"
334,22.21,22,Electronics,0,0,57,1,67,0,Legitimate,Evening,Low,56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
335,8.48,16,Grocery,0,0,46,4,66,0,Legitimate,Afternoon,Low,56+,"Medium Risk","Medium Velocity",Domestic,"Location Matched"
336,7.48,5,Travel,0,0,88,5,19,0,Legitimate,Night,Low,18-25,"Low Risk","Medium Velocity",Domestic,"Location Matched"
337,348.16,14,Electronics,0,0,86,2,30,0,Legitimate,Afternoon,High,26-35,"Low Risk","Low Velocity",Domestic,"Location Matched"
338,218.92,7,Travel,0,0,78,2,29,0,Legitimate,Morning,High,26-35,"Low Risk","Low Velocity",Domestic,"Location Matched"
339,115.7,6,Food,0,0,82,3,54,0,Legitimate,Morning,Medium,46-55,"Low Risk","Low Velocity",Domestic,"Location Matched"
340,18.53,1,Travel,0,0,36,3,57,0,Legitimate,Night,Low,56+,"High Risk","Low Velocity",Domestic,"Location Matched"
341,121.77,12,Clothing,0,0,42,4,53,0,Legitimate,Afternoon,Medium,46-55,"Medium Risk","Medium Velocity",Domestic,"Location Matched"
342,115.46,22,Travel,0,0,91,3,20,0,Legitimate,Evening,Medium,18-25,"Low Risk","Low Velocity",Domestic,"Location Matched"
343,34.24,5,Electronics,0,0,84,1,21,0,Legitimate,Night,Low,18-25,"Low Risk","Low Velocity",Domestic,"Location Matched"
344,102.4,4,Travel,0,0,25,5,48,0,Legitimate,Night,Medium,46-55,"High Risk","Medium Velocity",Domestic,"Location Matched"
345,91.5,19,Travel,0,0,44,2,58,0,Legitimate,Evening,Medium,56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
346,172.21,0,Clothing,0,1,41,1,45,0,Legitimate,Night,Medium,36-45,"Medium Risk","Low Velocity",Domestic,"Location Mismatch"
347,181.46,17,Clothing,0,0,73,3,57,0,Legitimate,Afternoon,Medium,56+,"Low Risk","Low Velocity",Domestic,"Location Matched"
348,8.35,14,Grocery,0,0,46,0,28,0,Legitimate,Afternoon,Low,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
349,84.49,22,Electronics,0,0,57,0,64,0,Legitimate,Evening,Medium,56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
350,176.96,9,Grocery,0,0,50,5,60,0,Legitimate,Morning,Medium,56+,"Medium Risk","Medium Velocity",Domestic,"Location Matched"
351,125.9,2,Clothing,1,0,51,0,33,0,Legitimate,Night,Medium,26-35,"Medium Risk","Low Velocity",Foreign,"Location Matched"
352,349.44,4,Travel,0,0,84,5,55,0,Legitimate,Night,High,46-55,"Low Risk","Medium Velocity",Domestic,"Location Matched"
353,193.5,23,Clothing,0,0,58,5,46,0,Legitimate,Evening,Medium,46-55,"Medium Risk","Medium Velocity",Domestic,"Location Matched"
354,32.01,12,Food,0,0,76,3,32,0,Legitimate,Afternoon,Low,26-35,"Low Risk","Low Velocity",Domestic,"Location Matched"
355,13.17,7,Travel,0,0,79,3,38,0,Legitimate,Morning,Low,36-45,"Low Risk","Low Velocity",Domestic,"Location Matched"
356,185.11,21,Grocery,0,0,85,5,31,0,Legitimate,Evening,Medium,26-35,"Low Risk","Medium Velocity",Domestic,"Location Matched"
357,4.84,20,Travel,0,0,74,2,33,0,Legitimate,Evening,Low,26-35,"Low Risk","Low Velocity",Domestic,"Location Matched"
358,158.64,1,Food,0,0,87,3,44,0,Legitimate,Night,Medium,36-45,"Low Risk","Low Velocity",Domestic,"Location Matched"
359,507.11,8,Clothing,0,0,88,0,45,0,Legitimate,Morning,"Very High",36-45,"Low Risk","Low Velocity",Domestic,"Location Matched"
360,154.22,16,Electronics,0,0,38,5,31,0,Legitimate,Afternoon,Medium,26-35,"High Risk","Medium Velocity",Domestic,"Location Matched"
361,88.43,17,Electronics,0,0,75,0,53,0,Legitimate,Afternoon,Medium,46-55,"Low Risk","Low Velocity",Domestic,"Location Matched"
362,185.55,12,Electronics,0,0,51,0,27,0,Legitimate,Afternoon,Medium,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
363,110.33,0,Clothing,0,0,64,0,64,0,Legitimate,Night,Medium,56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
364,141.99,11,Electronics,0,1,92,3,26,0,Legitimate,Morning,Medium,26-35,"Low Risk","Low Velocity",Domestic,"Location Mismatch"
365,510.86,19,Food,0,0,33,2,45,0,Legitimate,Evening,"Very High",36-45,"High Risk","Low Velocity",Domestic,"Location Matched"
366,87.83,19,Clothing,0,0,80,5,31,0,Legitimate,Evening,Medium,26-35,"Low Risk","Medium Velocity",Domestic,"Location Matched"
367,584.84,20,Electronics,0,0,63,1,36,0,Legitimate,Evening,"Very High",36-45,"Medium Risk","Low Velocity",Domestic,"Location Matched"
368,424.36,4,Grocery,0,0,39,4,30,0,Legitimate,Night,High,26-35,"High Risk","Medium Velocity",Domestic,"Location Matched"
369,39.22,7,Clothing,0,0,42,3,68,0,Legitimate,Morning,Low,56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
370,12.94,14,Clothing,0,0,76,2,54,0,Legitimate,Afternoon,Low,46-55,"Low Risk","Low Velocity",Domestic,"Location Matched"
371,19.12,2,Travel,0,1,85,2,56,0,Legitimate,Night,Low,56+,"Low Risk","Low Velocity",Domestic,"Location Mismatch"
372,3.31,5,Electronics,0,0,61,4,69,0,Legitimate,Night,Low,56+,"Medium Risk","Medium Velocity",Domestic,"Location Matched"
373,17.86,12,Grocery,0,0,77,0,20,0,Legitimate,Afternoon,Low,18-25,"Low Risk","Low Velocity",Domestic,"Location Matched"
374,206.8,11,Food,0,0,36,3,24,0,Legitimate,Morning,High,18-25,"High Risk","Low Velocity",Domestic,"Location Matched"
375,13.29,18,Clothing,0,0,49,4,45,0,Legitimate,Evening,Low,36-45,"Medium Risk","Medium Velocity",Domestic,"Location Matched"
376,69.15,17,Food,0,0,49,2,31,0,Legitimate,Afternoon,Medium,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
377,335.43,23,Food,0,0,45,1,54,0,Legitimate,Evening,High,46-55,"Medium Risk","Low Velocity",Domestic,"Location Matched"
378,4.24,0,Food,0,1,31,5,65,1,Fraud,Night,Low,56+,"High Risk","Medium Velocity",Domestic,"Location Mismatch"
379,303.22,6,Travel,0,0,73,1,69,0,Legitimate,Morning,High,56+,"Low Risk","Low Velocity",Domestic,"Location Matched"
380,59.6,11,Food,0,0,63,2,39,0,Legitimate,Morning,Medium,36-45,"Medium Risk","Low Velocity",Domestic,"Location Matched"
381,22.64,9,Electronics,0,0,99,5,48,0,Legitimate,Morning,Low,46-55,"Low Risk","Medium Velocity",Domestic,"Location Matched"
382,214.77,11,Electronics,0,0,73,1,18,0,Legitimate,Morning,High,18-25,"Low Risk","Low Velocity",Domestic,"Location Matched"
383,178.45,10,Grocery,0,0,58,0,64,0,Legitimate,Morning,Medium,56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
384,377.89,3,Grocery,1,0,99,0,29,0,Legitimate,Night,High,26-35,"Low Risk","Low Velocity",Foreign,"Location Matched"
385,239.09,18,Food,0,0,40,4,41,0,Legitimate,Evening,High,36-45,"Medium Risk","Medium Velocity",Domestic,"Location Matched"
386,292.86,5,Food,1,0,39,4,47,0,Legitimate,Night,High,46-55,"High Risk","Medium Velocity",Foreign,"Location Matched"
387,59.64,8,Travel,0,0,64,0,63,0,Legitimate,Morning,Medium,56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
388,35.16,19,Food,0,0,31,3,65,0,Legitimate,Evening,Low,56+,"High Risk","Low Velocity",Domestic,"Location Matched"
389,249.98,9,Food,0,0,64,3,44,0,Legitimate,Morning,High,36-45,"Medium Risk","Low Velocity",Domestic,"Location Matched"
390,295.96,4,Food,1,0,90,1,33,0,Legitimate,Night,High,26-35,"Low Risk","Low Velocity",Foreign,"Location Matched"
391,838.26,12,Clothing,0,0,94,2,38,0,Legitimate,Afternoon,"Very High",36-45,"Low Risk","Low Velocity",Domestic,"Location Matched"
392,95.77,8,Clothing,0,0,46,1,21,0,Legitimate,Morning,Medium,18-25,"Medium Risk","Low Velocity",Domestic,"Location Matched"
393,83.74,1,Travel,0,0,83,4,19,0,Legitimate,Night,Medium,18-25,"Low Risk","Medium Velocity",Domestic,"Location Matched"
394,269.63,17,Travel,0,0,29,1,38,0,Legitimate,Afternoon,High,36-45,"High Risk","Low Velocity",Domestic,"Location Matched"
395,75.01,20,Electronics,0,0,42,1,24,0,Legitimate,Evening,Medium,18-25,"Medium Risk","Low Velocity",Domestic,"Location Matched"
396,480.62,0,Travel,0,0,35,3,54,0,Legitimate,Night,High,46-55,"High Risk","Low Velocity",Domestic,"Location Matched"
397,351.87,23,Electronics,0,0,32,0,24,0,Legitimate,Evening,High,18-25,"High Risk","Low Velocity",Domestic,"Location Matched"
398,100.86,20,Food,0,0,44,1,19,0,Legitimate,Evening,Medium,18-25,"Medium Risk","Low Velocity",Domestic,"Location Matched"
